,overall_qual,gr_liv_area,garage_cars,garage_area,total_bsmt_sf,1st_flr_sf,year_built,full_bath,year_remod/add,mas_vnr_area,saleprice
754,6,1930,1.0,316.0,720.0,1146,1927,2,1950,0.0,149000
755,4,1208,2.0,539.0,780.0,848,1925,1,1950,0.0,103000
756,6,1427,1.0,379.0,483.0,741,1915,1,2002,0.0,123000
757,7,1864,0.0,0.0,1020.0,978,1902,2,2000,188.0,97500
758,6,1666,1.0,384.0,1204.0,1204,1927,1,1950,0.0,135000
759,4,892,0.0,0.0,858.0,892,1923,1,1950,0.0,70000
760,6,1403,1.0,308.0,698.0,754,1915,1,1965,0.0,116000
761,4,704,1.0,220.0,560.0,704,1946,1,2001,0.0,88750
762,5,1200,0.0,0.0,1200.0,1200,1987,3,1988,0.0,179000
763,5,1200,0.0,0.0,1200.0,1200,1987,3,1988,0.0,179000
764,5,1152,1.0,252.0,1152.0,1152,1978,2,1978,0.0,159900
765,1,904,0.0,0.0,683.0,904,1922,0,1950,0.0,61000
766,6,1369,1.0,300.0,672.0,697,1925,2,1950,0.0,103600
767,5,1112,1.0,226.0,585.0,687,1934,2,1950,0.0,63000
768,5,1464,2.0,480.0,520.0,1464,1963,2,1999,0.0,175000
769,5,1121,2.0,480.0,1121.0,1121,1963,1,1963,0.0,139000
770,6,1683,2.0,440.0,918.0,918,1978,2,1978,92.0,172500
771,5,1052,1.0,668.0,1052.0,1052,1967,1,1967,172.0,113500
772,5,899,1.0,288.0,864.0,899,1967,1,2004,89.0,130000
773,6,1034,2.0,504.0,456.0,1034,1978,1,1978,23.0,149900
774,5,858,2.0,576.0,858.0,858,1982,1,1982,0.0,134900
775,5,860,2.0,528.0,840.0,860,1982,1,1982,0.0,137000
776,5,1092,1.0,288.0,1092.0,1092,1962,1,1962,116.0,139000
777,5,1774,1.0,384.0,552.0,904,1961,2,1961,0.0,165000
778,6,1138,2.0,480.0,1138.0,1138,1960,1,1960,54.0,148000
779,5,2071,1.0,336.0,825.0,2071,1956,1,1956,366.0,165000
780,2,660,0.0,0.0,0.0,660,1947,1,1950,0.0,63900
781,4,1788,1.0,304.0,1104.0,1104,1957,1,1989,0.0,161500
782,5,1473,1.0,452.0,1437.0,1473,1968,1,2003,0.0,143000
783,4,1229,1.0,284.0,1134.0,1229,1956,1,1956,0.0,135000
784,4,861,2.0,539.0,861.0,861,1940,1,1950,0.0,82500
785,5,1867,1.0,303.0,1617.0,1867,1955,1,1993,0.0,190000
786,3,1733,2.0,452.0,0.0,1733,1955,2,1955,0.0,139600
787,4,1383,2.0,498.0,0.0,1383,1954,1,1954,0.0,122000
788,6,1689,2.0,480.0,1436.0,1689,1956,1,1956,0.0,127500
789,5,1073,1.0,340.0,1073.0,1073,1956,1,1956,0.0,121500
790,5,1276,1.0,350.0,1276.0,1276,1958,1,1958,0.0,60000
791,6,1639,1.0,240.0,747.0,892,1946,1,1950,0.0,154400
792,4,672,1.0,234.0,672.0,672,1941,1,1950,0.0,113000
793,5,1089,1.0,252.0,1089.0,1089,1954,1,1954,0.0,125000
794,4,845,1.0,290.0,0.0,845,1957,1,1957,0.0,84000
795,5,1049,1.0,266.0,1049.0,1049,1984,2,1984,149.0,139500
796,5,1716,1.0,281.0,768.0,1148,1949,1,2008,0.0,131000
797,6,1258,1.0,280.0,560.0,698,1939,1,1950,0.0,105000
798,4,1510,1.0,296.0,755.0,755,1940,1,1950,0.0,108000
799,7,1061,2.0,462.0,1054.0,1061,1990,1,1991,0.0,162000
800,6,1338,2.0,576.0,520.0,1338,1983,1,1983,100.0,156500
801,8,2132,2.0,612.0,1496.0,1496,1983,1,2009,0.0,316600
802,7,2196,3.0,701.0,2158.0,2196,1990,2,1991,234.0,271900
803,7,1775,2.0,425.0,740.0,1006,1993,2,1993,137.0,213000
804,7,1879,2.0,473.0,1079.0,1079,1993,2,1994,0.0,239900
805,8,2020,2.0,466.0,1128.0,1142,1995,2,1995,0.0,239500
806,5,2016,2.0,576.0,0.0,1288,1880,1,2007,0.0,131000
807,5,1535,2.0,410.0,0.0,1535,1979,2,1979,0.0,118964
808,5,1224,2.0,528.0,1086.0,1224,1979,0,1979,275.0,153337
809,5,2228,2.0,720.0,0.0,1114,1979,2,1979,0.0,147983
810,5,1535,2.0,400.0,0.0,1535,1979,2,1979,0.0,118858
811,5,1535,2.0,400.0,0.0,1535,1979,2,1979,0.0,118858
812,5,2240,2.0,528.0,0.0,1120,1979,2,1979,0.0,142953
813,5,1229,2.0,672.0,1094.0,1229,1979,0,1979,216.0,148325
814,5,1513,2.0,400.0,0.0,1513,1979,2,1979,0.0,113722
815,7,2787,4.0,820.0,1168.0,1168,2000,4,2000,23.0,269500
816,7,2787,4.0,820.0,1168.0,1168,2000,4,2000,23.0,269500
817,7,2787,4.0,820.0,1168.0,1168,2000,4,2000,23.0,269500
818,9,1680,3.0,1138.0,1555.0,1680,2009,1,2009,242.0,323262
819,8,1718,3.0,826.0,1705.0,1718,2007,2,2008,336.0,297000
820,8,1630,3.0,860.0,1622.0,1630,2008,2,2008,270.0,295493
821,9,1720,3.0,846.0,1720.0,1720,2008,2,2008,364.0,332000
822,8,1468,3.0,904.0,1468.0,1468,2008,2,2008,0.0,239900
823,8,1768,2.0,578.0,866.0,866,2007,2,2007,0.0,212000
824,8,1838,2.0,524.0,1838.0,1838,2007,2,2008,352.0,272500
825,9,1800,2.0,702.0,1800.0,1800,2007,2,2007,0.0,239000
826,7,1604,2.0,660.0,1604.0,1604,2006,2,2006,180.0,220000
827,7,1290,2.0,662.0,1282.0,1290,2007,2,2007,0.0,200000
828,8,1254,3.0,810.0,1254.0,1254,2008,2,2008,140.0,221800
829,7,1232,2.0,632.0,1232.0,1232,2007,2,2007,82.0,194500
830,8,1498,3.0,844.0,1498.0,1498,2005,2,2006,76.0,237000
831,6,1422,2.0,440.0,704.0,704,2005,2,2006,0.0,173000
832,7,1644,2.0,569.0,1518.0,1644,1989,2,1989,145.0,275000
833,7,1759,2.0,525.0,1449.0,944,1992,2,1993,0.0,233500
834,5,2126,2.0,538.0,1013.0,1160,1967,2,1967,0.0,185000
835,5,1040,2.0,576.0,1040.0,1040,1996,1,1996,0.0,152000
836,5,990,1.0,440.0,990.0,990,1994,1,1994,0.0,143000
837,6,1764,2.0,470.0,928.0,928,1997,2,1997,0.0,231500
838,7,1661,2.0,550.0,799.0,827,1996,2,1996,0.0,212000
839,7,1463,2.0,539.0,1463.0,1463,1998,2,1998,0.0,207000
840,5,1097,2.0,672.0,1097.0,1097,1994,1,1995,0.0,145000
841,5,990,2.0,480.0,990.0,990,1994,1,1995,0.0,138000
842,7,1779,2.0,546.0,866.0,866,1998,2,1998,0.0,197900
843,7,1501,2.0,577.0,1490.0,1501,1999,2,1999,183.0,204000
844,7,1431,2.0,666.0,1431.0,1431,1999,2,1999,0.0,192000
845,6,1772,2.0,492.0,928.0,928,1998,2,1998,120.0,200000
846,7,1660,2.0,493.0,831.0,831,2002,2,2002,95.0,195000
847,7,1573,2.0,544.0,1573.0,1573,2002,2,2002,110.0,227000
848,7,1840,2.0,622.0,944.0,944,2001,2,2001,0.0,230000
849,7,1430,2.0,605.0,1413.0,1430,2001,2,2002,0.0,187100
850,7,1444,2.0,577.0,1431.0,1444,2002,2,2001,68.0,203000
851,7,1492,2.0,608.0,1492.0,1492,2001,2,2001,180.0,201000
852,5,1040,0.0,0.0,1040.0,1040,1978,2,1978,136.0,124000
853,5,907,1.0,343.0,907.0,907,1978,1,1978,76.0,140000
854,5,914,2.0,444.0,914.0,914,1979,1,1979,40.0,134900
855,5,1040,2.0,484.0,1040.0,1040,1977,2,2008,0.0,150500
856,5,864,1.0,336.0,864.0,864,1978,1,2005,90.0,136500
857,5,1268,1.0,252.0,1268.0,1268,1977,1,1989,0.0,143500
858,5,864,1.0,338.0,864.0,864,1972,1,1972,0.0,133500
859,5,894,2.0,600.0,894.0,894,1972,1,1972,0.0,123000
860,5,768,1.0,396.0,768.0,768,1972,1,2003,0.0,133900
861,5,768,2.0,396.0,768.0,768,1972,1,2007,0.0,133000
862,7,1611,3.0,1231.0,1569.0,1611,2002,2,2002,0.0,250000
863,8,2184,2.0,570.0,1068.0,1068,2003,2,2003,198.0,254750
864,8,1788,2.0,522.0,1753.0,1788,2001,2,2001,0.0,236500
865,8,1872,2.0,531.0,1299.0,1299,2001,2,2001,108.0,261500
866,9,2153,3.0,736.0,1440.0,1476,2000,2,2000,204.0,313000
868,7,1870,2.0,608.0,944.0,944,2001,2,2001,0.0,211000
869,8,1513,2.0,521.0,1462.0,1513,1999,2,2000,260.0,220000
870,7,1504,2.0,478.0,1504.0,1504,1996,2,1996,196.0,203000
871,8,1828,2.0,523.0,1822.0,1828,2002,2,2003,164.0,279500
872,7,1417,2.0,511.0,1417.0,1417,1997,2,1998,209.0,210000
873,7,2034,2.0,645.0,1057.0,1057,1997,2,1998,573.0,219500
874,7,1716,2.0,512.0,880.0,909,1996,2,1996,0.0,191000
875,7,1212,2.0,573.0,1212.0,1212,2001,2,2001,0.0,178000
876,7,1630,2.0,451.0,1630.0,1630,2000,2,2001,171.0,213000
877,6,848,2.0,420.0,848.0,848,2003,1,2004,170.0,144000
878,6,848,2.0,420.0,848.0,848,2003,1,2003,170.0,140000
879,8,1602,3.0,810.0,1578.0,1602,2007,2,2007,180.0,293200
880,7,1728,2.0,572.0,864.0,864,2004,2,2004,0.0,190000
881,7,1500,2.0,570.0,1500.0,1500,2004,2,2004,210.0,190000
882,6,1476,2.0,540.0,738.0,738,2005,2,2005,0.0,173500
883,6,1396,2.0,440.0,608.0,608,2007,2,2007,0.0,170000
884,4,1126,2.0,520.0,0.0,1126,1949,2,2003,0.0,108000
885,5,1486,2.0,480.0,1486.0,1486,1964,1,1999,0.0,167000
886,4,816,1.0,288.0,816.0,816,1938,1,1958,0.0,100000
887,7,1922,2.0,672.0,0.0,495,2003,3,2003,500.0,198500
888,6,1426,2.0,440.0,690.0,698,1977,1,1977,140.0,159500
889,4,1149,1.0,544.0,1014.0,1149,1960,1,1971,0.0,127000
890,6,1125,1.0,352.0,1041.0,1125,1976,1,1976,255.0,125000
891,9,1698,3.0,768.0,1698.0,1698,2007,2,2008,340.0,320000
892,6,1072,2.0,525.0,547.0,1072,2005,1,2006,80.0,145500
893,5,698,0.0,0.0,698.0,698,1947,1,2008,0.0,118000
894,4,876,1.0,320.0,876.0,876,1959,1,1959,0.0,85000
895,5,1368,1.0,195.0,1078.0,1368,1950,1,1950,0.0,120000
896,4,1529,1.0,240.0,0.0,1088,1945,2,1950,0.0,98000
897,5,864,0.0,0.0,864.0,864,1922,1,1950,0.0,99900
898,3,944,2.0,528.0,0.0,944,1952,1,1952,0.0,82000
899,5,1678,0.0,0.0,1678.0,1678,1959,2,1959,74.0,119900
900,5,1560,1.0,313.0,1150.0,1560,1956,1,1956,259.0,103500
901,4,960,1.0,288.0,672.0,960,1956,1,1956,0.0,112000
902,6,1196,2.0,528.0,684.0,684,1920,1,2000,0.0,110000
903,5,1298,1.0,256.0,720.0,854,1941,1,1950,0.0,122000
904,5,1604,2.0,660.0,984.0,984,1941,2,1960,0.0,117000
905,5,1268,1.0,250.0,832.0,832,1938,1,1950,88.0,160000
906,5,1520,1.0,281.0,793.0,848,1932,1,2000,0.0,159434
907,2,438,1.0,246.0,290.0,438,1920,1,1950,0.0,60000
908,6,1489,1.0,240.0,778.0,944,1940,2,1950,0.0,139500
909,7,3082,2.0,672.0,824.0,1687,1920,2,1970,0.0,197000
910,6,1242,1.0,180.0,583.0,647,1935,1,1950,0.0,105000
911,4,1981,2.0,576.0,1122.0,1328,1928,2,1950,0.0,135000
912,6,1232,2.0,440.0,816.0,1232,1916,1,2000,0.0,147500
913,6,1608,1.0,216.0,976.0,1160,1925,2,1990,0.0,137450
914,7,1135,2.0,576.0,560.0,575,1936,1,2007,0.0,155000
915,6,1913,2.0,342.0,896.0,1172,1928,1,1950,0.0,177000
916,7,1477,1.0,216.0,861.0,877,1928,2,1950,0.0,145000
917,7,1228,1.0,215.0,600.0,628,1918,1,1990,0.0,137000
918,7,2080,1.0,282.0,1276.0,1276,1926,1,2004,0.0,234000
919,5,1567,2.0,440.0,840.0,840,1940,1,1950,0.0,205000
920,6,1494,1.0,213.0,771.0,753,1942,1,1950,0.0,177500
921,5,1308,1.0,256.0,728.0,976,1940,1,1950,0.0,160000
922,5,1273,1.0,307.0,1273.0,1273,1960,1,1960,0.0,155000
923,5,964,2.0,432.0,876.0,964,1921,1,2006,0.0,163500
924,5,1343,1.0,186.0,731.0,820,1921,1,1950,0.0,154900
925,7,2480,2.0,400.0,920.0,1240,1940,2,1950,0.0,205000
926,5,1112,1.0,390.0,1112.0,1112,1954,1,1954,0.0,144800
927,7,1564,1.0,234.0,704.0,860,1941,1,1950,0.0,174500
928,6,1561,2.0,463.0,1561.0,1561,1960,2,1960,132.0,193000
929,5,1523,1.0,295.0,1067.0,986,1949,2,2005,0.0,158000
930,6,1152,1.0,300.0,1092.0,1152,1950,1,2004,0.0,158500
931,6,1906,2.0,576.0,1310.0,1906,1954,1,1954,420.0,224000
932,6,1032,2.0,452.0,516.0,516,1980,1,1980,0.0,115000
933,6,1229,2.0,462.0,561.0,561,1980,1,1992,0.0,137000
934,6,1229,2.0,462.0,561.0,561,1980,1,1980,0.0,121000
935,6,1229,2.0,462.0,561.0,561,1980,1,1980,0.0,124000
936,6,1982,2.0,501.0,572.0,1182,1986,2,1986,242.0,208000
937,7,2365,2.0,551.0,1803.0,2365,1971,2,2009,0.0,315000
938,6,1680,2.0,540.0,880.0,1680,1988,2,2007,260.0,222000
939,5,1344,1.0,468.0,672.0,672,1920,1,1997,0.0,147000
940,5,2168,2.0,576.0,760.0,928,1900,2,1993,0.0,123000
941,5,1192,1.0,189.0,596.0,596,1920,1,1950,0.0,78000
942,3,1526,0.0,0.0,1013.0,1013,1915,1,1982,0.0,85000
943,4,572,1.0,200.0,572.0,572,1925,1,1950,0.0,75000
944,8,1648,2.0,482.0,1596.0,1648,2007,2,2008,174.0,230000
945,2,810,1.0,280.0,0.0,810,1910,1,1950,0.0,57625
946,8,2052,3.0,642.0,1107.0,1040,2000,2,2001,0.0,251000
947,7,2149,2.0,670.0,1434.0,1518,2003,1,2003,0.0,239686
948,7,1710,2.0,550.0,1710.0,1710,2004,2,2005,108.0,240000
949,6,1961,2.0,560.0,804.0,804,2001,2,2002,0.0,215000
950,6,926,1.0,351.0,902.0,926,1977,1,1977,0.0,156450
951,6,1287,2.0,541.0,957.0,1287,1977,1,1977,0.0,173000
952,5,1734,2.0,539.0,0.0,1302,1977,2,1977,0.0,126000
953,7,1217,2.0,497.0,1188.0,1217,1990,2,1991,0.0,173000
954,5,1595,2.0,672.0,1582.0,1595,1991,2,1991,0.0,152000
955,6,1344,2.0,525.0,819.0,1344,1958,1,1958,541.0,137500
956,7,2036,2.0,513.0,2136.0,2036,1965,2,1965,0.0,375000
957,9,1620,3.0,912.0,1620.0,1620,2007,2,2008,70.0,315500
958,7,1692,2.0,650.0,846.0,846,2009,2,2009,0.0,224500
959,9,2036,3.0,780.0,2190.0,2036,2008,2,2008,246.0,410000
960,9,1641,3.0,885.0,1641.0,1641,2008,2,2008,406.0,316500
961,8,1466,3.0,610.0,1466.0,1466,2007,2,2007,0.0,201000
962,6,1412,2.0,576.0,1392.0,1412,1988,2,1988,0.0,175000
963,6,2237,2.0,440.0,712.0,1375,1980,2,2006,0.0,204000
964,7,1479,2.0,578.0,1645.0,1479,1987,2,1989,310.0,213500
965,8,1296,2.0,471.0,1267.0,1296,2001,2,2002,136.0,220000
966,7,2014,2.0,486.0,912.0,1072,2003,2,2003,0.0,170000
967,9,1838,3.0,765.0,1838.0,1838,2006,2,2006,584.0,315000
968,9,1978,3.0,920.0,1978.0,1978,2007,2,2007,290.0,425000
969,5,1008,1.0,384.0,1008.0,1008,1968,1,1968,182.0,139500
970,5,1771,2.0,336.0,0.0,1771,1960,1,2006,75.0,115000
971,6,1204,2.0,412.0,1204.0,1204,1998,2,1998,320.0,162000
972,6,1224,2.0,402.0,1224.0,1224,1999,2,1999,425.0,165000
973,4,988,1.0,297.0,462.0,526,1973,1,1973,0.0,91000
974,5,874,1.0,288.0,864.0,874,1968,1,1968,0.0,130000
975,4,630,1.0,286.0,630.0,630,1970,1,2002,0.0,86000
976,5,1404,2.0,504.0,1188.0,1404,1969,2,2000,176.0,160000
977,4,630,1.0,286.0,630.0,630,1970,1,1970,0.0,80000
978,4,1344,0.0,0.0,546.0,798,1970,1,2008,0.0,97000
979,4,1092,1.0,286.0,546.0,546,1970,1,1970,0.0,88000
980,5,796,1.0,336.0,796.0,796,1972,1,1972,0.0,131900
981,6,1091,1.0,429.0,384.0,1091,1993,1,1996,0.0,131250
982,5,1110,2.0,602.0,1097.0,1110,1978,1,1978,104.0,165500
983,5,833,0.0,0.0,833.0,833,1985,1,1985,0.0,112000
984,5,883,2.0,698.0,828.0,883,1992,1,1993,0.0,149000
985,5,1362,2.0,480.0,796.0,796,1993,1,1995,0.0,143000
986,5,1287,2.0,440.0,624.0,624,1992,1,1992,0.0,130000
987,6,1567,2.0,714.0,1567.0,1567,1977,2,1977,0.0,196000
988,5,1632,2.0,898.0,784.0,784,1969,1,1969,178.0,173000
989,6,1414,2.0,601.0,1184.0,1414,1958,1,2002,0.0,176500
990,6,2117,2.0,550.0,1205.0,2117,1970,2,1970,0.0,237500
991,6,2112,2.0,576.0,952.0,1092,1969,2,1969,0.0,206900
992,6,1604,2.0,470.0,926.0,926,1997,2,1998,0.0,187500
993,6,1470,2.0,420.0,680.0,680,1995,2,1996,119.0,165000
994,6,1604,2.0,472.0,926.0,926,1998,2,1998,0.0,195500
995,6,1638,2.0,472.0,943.0,943,1998,2,1998,0.0,192000
996,6,1636,2.0,386.0,916.0,916,1996,2,1996,0.0,173000
997,5,1384,2.0,404.0,1348.0,1384,1996,2,1997,0.0,177900
998,7,1446,2.0,406.0,729.0,729,1996,2,1997,0.0,175000
999,8,1593,2.0,682.0,1593.0,1593,2001,1,2002,0.0,286000
1000,8,1682,2.0,528.0,1664.0,1682,1997,1,1997,0.0,247900
1001,8,1337,2.0,462.0,1337.0,1337,1993,2,1993,0.0,180000
1002,8,1280,2.0,506.0,1280.0,1280,1992,2,1992,0.0,180000
1003,6,1604,2.0,470.0,926.0,926,1997,2,1998,0.0,181000
1004,6,1633,2.0,460.0,932.0,932,1998,2,1998,0.0,183000
1005,6,1658,2.0,431.0,773.0,773,1995,2,1996,0.0,188000
1006,7,1895,2.0,409.0,712.0,1086,1994,2,1996,0.0,194500
1007,6,1709,2.0,416.0,836.0,851,1991,2,1991,194.0,185000
1008,8,1228,2.0,472.0,1228.0,1228,1988,2,1989,0.0,189000
1009,8,1337,2.0,462.0,1337.0,1337,1989,2,1989,0.0,188500
1010,8,2500,3.0,683.0,1168.0,1168,2005,3,2005,130.0,355000
1011,9,2504,3.0,656.0,1122.0,1134,2005,2,2007,245.0,325000
1012,9,1884,3.0,670.0,1884.0,1884,2004,2,2004,296.0,387000
1013,6,1474,2.0,495.0,1632.0,1474,1952,1,1952,0.0,115000
1014,9,1710,2.0,557.0,1710.0,1710,2007,2,2007,178.0,334000
1015,6,1488,2.0,738.0,1488.0,1488,1950,2,1950,44.0,133000
1016,7,2093,2.0,542.0,791.0,1236,1986,2,1991,123.0,215000
1017,7,1688,2.0,528.0,1675.0,1688,1988,2,1988,102.0,226500
1018,6,1422,2.0,576.0,1422.0,1422,1981,2,1981,210.0,175500
1019,7,1260,2.0,598.0,1260.0,1260,1983,2,1983,174.0,181900
1020,7,2064,2.0,550.0,2048.0,2064,1978,2,1978,383.0,235000
1021,7,1782,2.0,551.0,1782.0,1782,1979,2,1979,194.0,220000
1022,6,2872,2.0,619.0,1330.0,1542,1977,2,1995,424.0,272000
1023,6,1211,2.0,461.0,1211.0,1211,1976,2,1976,621.0,161000
1024,5,1126,2.0,540.0,1126.0,1126,1977,2,1977,0.0,175000
1025,7,2044,2.0,489.0,738.0,1277,1980,2,1988,280.0,185000
1026,5,1308,2.0,484.0,720.0,720,1969,1,1969,0.0,146900
1027,7,2840,4.0,1314.0,1420.0,1420,1978,2,1978,168.0,292500
1028,6,1523,2.0,478.0,1193.0,1523,1976,2,1976,160.0,180000
1029,6,1444,2.0,473.0,1444.0,1444,1976,2,1976,120.0,159900
1030,7,1964,2.0,483.0,803.0,1098,1976,2,1976,660.0,205000
1031,5,1178,2.0,439.0,1176.0,1178,1973,1,2000,0.0,157000
1032,8,2340,3.0,787.0,1236.0,1236,1996,2,1996,402.0,306000
1033,5,1792,2.0,480.0,896.0,896,1974,2,1974,0.0,133000
1034,6,1054,2.0,460.0,1054.0,1054,1969,1,1969,0.0,151000
1035,4,936,1.0,288.0,936.0,936,1969,1,1969,72.0,111900
1036,5,864,2.0,576.0,864.0,864,1971,1,1971,0.0,123000
1037,4,864,2.0,576.0,864.0,864,1972,1,1972,0.0,111250
1038,6,1337,2.0,511.0,1405.0,1337,1998,2,1999,0.0,181000
1039,6,987,1.0,264.0,483.0,483,1973,1,1973,359.0,103400
1040,6,987,1.0,264.0,483.0,483,1973,1,1973,158.0,100000
1041,6,987,1.0,352.0,483.0,483,1972,1,1972,422.0,100500
1042,6,987,1.0,280.0,483.0,483,1970,1,1970,127.0,106000
1043,6,987,1.0,264.0,483.0,483,1971,1,1971,232.0,85400
1044,6,987,1.0,264.0,483.0,483,1971,1,1971,604.0,89500
1045,5,1302,1.0,264.0,630.0,630,1972,2,1972,356.0,111750
1046,6,1069,2.0,440.0,1069.0,1069,1977,2,1977,0.0,140000
1047,6,1456,2.0,460.0,855.0,855,1975,2,1975,0.0,143000
1048,7,1055,2.0,440.0,1055.0,1055,1977,2,1977,0.0,148500
1049,5,892,1.0,264.0,864.0,892,1966,1,1966,65.0,110000
1050,8,1932,3.0,774.0,1932.0,1932,2008,2,2008,426.0,394617
1051,10,2332,3.0,846.0,1682.0,1742,2007,2,2008,272.0,426000
1052,10,2084,3.0,1220.0,2078.0,2084,2007,2,2008,816.0,385000
1053,9,2713,3.0,858.0,1452.0,1476,2008,2,2008,268.0,446261
1054,8,1582,3.0,905.0,1582.0,1582,2007,2,2007,302.0,317500
1055,8,1710,3.0,866.0,1710.0,1710,2007,2,2008,436.0,372402
1056,8,2464,3.0,650.0,2418.0,2464,2007,2,2007,554.0,417500
1057,9,1950,3.0,706.0,1950.0,1950,2007,2,2007,480.0,383000
1058,9,2748,3.0,850.0,1850.0,1850,2006,2,2006,270.0,390000
1059,10,2790,4.0,1150.0,1620.0,1632,2005,2,2006,468.0,460000
1060,9,2331,3.0,1003.0,1414.0,1414,2005,2,2005,368.0,379000
1061,8,2088,3.0,656.0,948.0,948,2007,2,2007,108.0,250000
1062,8,2332,3.0,756.0,1148.0,1170,2004,2,2004,126.0,316000
1063,10,2470,3.0,789.0,2535.0,2470,2003,1,2003,680.0,615000
1064,9,2668,3.0,726.0,1572.0,1572,2003,2,2004,664.0,412500
1065,7,2046,3.0,871.0,998.0,1006,2003,2,2004,292.0,284000
1066,8,1575,3.0,732.0,1603.0,1575,2003,2,2004,504.0,284000
1067,8,2649,3.0,746.0,1479.0,1515,2001,2,2002,1110.0,421250
1068,8,2690,3.0,795.0,1765.0,1804,2003,2,2003,221.0,370000
1069,9,1866,3.0,870.0,1858.0,1866,2008,2,2008,492.0,336860
1070,9,1702,3.0,1052.0,1702.0,1702,2008,1,2008,766.0,367294
1071,7,1367,2.0,484.0,1367.0,1367,2005,2,2005,144.0,192000
1072,8,1518,2.0,588.0,1518.0,1518,2003,1,2004,472.0,274000
1073,9,1684,2.0,564.0,1684.0,1684,2005,2,2005,616.0,266000
1074,9,1800,3.0,944.0,1800.0,1800,2007,2,2008,714.0,370967
1075,8,1342,2.0,550.0,1342.0,1342,2006,2,2007,176.0,234250
1076,8,1342,2.0,550.0,1342.0,1342,2006,2,2007,196.0,219500
1077,7,1626,2.0,474.0,764.0,764,2003,2,2004,106.0,155000
1078,7,1626,2.0,474.0,764.0,764,2003,2,2004,106.0,154000
1079,7,1358,2.0,484.0,1358.0,1358,2004,2,2004,146.0,207000
1080,7,1455,3.0,644.0,1415.0,1455,2003,2,2003,143.0,195000
1081,7,1576,3.0,668.0,1393.0,1576,2004,2,2004,24.0,219990
1082,7,1504,2.0,437.0,1346.0,1504,2005,2,2006,14.0,191000
1083,7,1266,2.0,388.0,1266.0,1266,2007,2,2007,16.0,159895
1084,7,1246,2.0,428.0,1146.0,1246,2007,2,2008,20.0,187687
1085,6,1515,2.0,393.0,789.0,813,2004,2,2004,0.0,179000
1086,6,1593,2.0,398.0,839.0,864,2004,2,2004,0.0,193000
1087,7,1166,2.0,400.0,856.0,1166,2005,2,2005,182.0,190000
1088,6,1456,2.0,400.0,728.0,728,2005,2,2005,0.0,176000
1089,7,1720,2.0,400.0,840.0,840,2002,2,2003,0.0,188000
1090,7,1986,2.0,434.0,847.0,847,2003,2,2003,196.0,213000
1091,7,1358,2.0,484.0,1350.0,1358,2007,2,2008,176.0,217300
1092,6,1792,2.0,451.0,936.0,962,2000,2,2000,318.0,186500
1093,7,1892,2.0,431.0,982.0,1008,2000,2,2001,647.0,226750
1094,7,1490,2.0,388.0,788.0,788,2004,2,2005,0.0,184000
1096,7,2322,2.0,400.0,1037.0,1037,1999,2,2000,0.0,225000
1097,7,1651,2.0,450.0,831.0,873,1999,2,1999,0.0,185900
1098,8,2199,2.0,516.0,1173.0,1182,1997,2,1997,1290.0,284500
1099,8,2630,3.0,696.0,1470.0,1470,1998,2,1998,473.0,315000
1100,8,2198,3.0,836.0,1145.0,1145,2000,2,2000,350.0,250000
1101,9,2172,3.0,687.0,1519.0,1533,2000,2,2000,295.0,291000
1102,8,2006,3.0,938.0,1982.0,2006,1998,2,1998,495.0,350000
1103,7,2125,2.0,576.0,1064.0,1064,1996,2,1997,0.0,279500
1104,8,2501,3.0,751.0,1242.0,1251,1995,2,1995,466.0,290000
1105,8,2113,3.0,839.0,2109.0,2113,1995,2,1995,660.0,350000
1106,7,2418,3.0,983.0,1311.0,1325,1993,2,1994,651.0,341000
1107,7,2197,3.0,783.0,1080.0,1108,1993,2,1994,320.0,287500
1108,7,2127,2.0,525.0,1223.0,1223,1994,2,1994,448.0,271000
1109,8,1987,2.0,691.0,1986.0,1987,1994,2,1994,554.0,301500
1110,8,1580,3.0,830.0,1580.0,1580,2007,2,2008,186.0,235128
1111,6,1933,3.0,668.0,894.0,894,2007,2,2007,74.0,214000
1112,8,1574,3.0,824.0,1574.0,1574,2006,2,2006,53.0,232000
1113,7,1578,3.0,642.0,1578.0,1578,2006,2,2006,128.0,240000
1114,9,1506,2.0,592.0,1498.0,1506,2008,2,2008,284.0,264132
1115,8,1563,3.0,758.0,1563.0,1563,2007,2,2007,468.0,245000
1116,7,1428,2.0,554.0,1417.0,1428,2008,2,2008,256.0,227680
1117,8,1861,3.0,851.0,1341.0,1341,2007,3,2007,156.0,257000
1118,8,1874,3.0,880.0,955.0,955,2007,2,2008,310.0,297900
1120,8,1372,2.0,588.0,1363.0,1372,2007,2,2008,0.0,212700
1121,7,1372,2.0,529.0,1372.0,1372,2007,2,2008,0.0,250580
1123,7,1768,2.0,603.0,866.0,866,2005,2,2005,0.0,226700
1124,8,1992,2.0,648.0,1053.0,1053,2003,2,2004,768.0,250000
1125,7,1958,3.0,936.0,1026.0,1026,2005,2,2005,0.0,250000
1126,8,2078,3.0,836.0,1034.0,1050,2007,2,2008,100.0,339750
1128,8,1660,3.0,660.0,1660.0,1660,2007,2,2007,292.0,256000
1129,7,1218,2.0,462.0,1218.0,1218,2007,2,2008,210.0,230348
1130,6,1728,2.0,673.0,864.0,864,2003,2,2003,0.0,207500
